UUID,Description 1,Domains,AttributeNameENG,Categories,ACS Definition
ed5ea139-a248-4327-ae9d-0ec505cbc7fc,xWideClearanceAroundRoom,LODGING_UNDEFINED,Wide clearance around room,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: WideClearanceAroundRoom
4e3a8aaf-7c3e-4e37-92e0-d4702c6152b0,ShowExactLocation,PROPERTY,Show exact location,"LCS, Location",A flag indicating that a property's exact location can be shown on the PDP map; Enable to indicate that the property's map location may be displayed
e77db534-0718-11ea-8d71-362b9e155667,xFrontDesk:ClosureTimes:Monday,PROPERTY,Front desk closed on Mondays,null,"Attribute no longer used, deprecated per CAM-145
Base attributes: FrontDesk
Base terms: ClosureTimes, Monday
"
5a693586-a7c9-422f-a03c-b311d6e60bae,Destination:AmountFee:Mandatory:(Scope),PROPERTY,Destination fee scope -,null,"Scope for the mandatory destination fee (i.e. per person, per accomodation, etc.)"
7836a4bb-ea3a-434e-8b15-a918b6156a97,PropertyRegistryNumber:(CustomText),PROPERTY,Property registry number -,null,A unique identifier number assigned to the property
54c1f73d-dc1b-4705-8f1a-631d8cd370c2,PeruCashTransactionLimit,PROPERTY,Peru cash transaction limit,"KBYG, NonPartnerCentral, PolicyLegal","Properties with this attribute will display a disclaimer about the Peru cash transaction limit, which stipulates that transactions over a certain amount cannot be paid in cash and that payments cannot be split between different currencies"
5d59e4a2-9a67-438e-b59b-c523e150ca36,Ziplining,LODGING_UNDEFINED,Ziplining,null,"Broader concept for ziplining (riding along a suspended, inclined cable equipped with a pulley and a harness) amenities"
59bc9512-5399-4bb3-9553-25a192f0dc3a,BarAndOrLounge,PROPERTY,Bar/lounge,"Bar, ContentQualityScore, ContentScore, Dining, FoodAndBeverage, LCS, PartnerCentral:Dining, SearchFilter:Bar",An on-site venue where alcoholic beverages are served
2cc71848-3737-42ce-85e1-059bcdc4a4c9,BoliviaVAT:Fee:Mandatory,PROPERTY,Bolivia VAT,"Fee, MandatoryFee, PriceQualityComplianceAttribute, Taxation",All residents of Bolivia may be charged the national value-added tax (13%) upon check-out; Non-residents on a tourist visa are exempt from this tax
c1d9ae21-15ef-49a3-91ed-dab77063ad7b,xGasStove,LODGING_UNDEFINED,Gas stove,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: GasStove
a352f1a6-02ea-4add-a625-2b650343e891,CityTax:Instance3:AmountFee:Mandatory:ForChildren:(Interval),PROPERTY,CityChild3-Duration,null,"Duration of stay to which the fee is applied (per night, per stay, etc.); Duration of stay to which the third instance of the mandatory city tax fee for children is applied (per night, per stay, etc.)"
bf40024c-8eba-11e9-bc42-526af7764f64,KidsMeal:Free:PerStay:PerPerson:ForChildren:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a child's meal per person per stay for a specified number of guests
78381f90-71ec-4119-91a7-9b32d67a51f8,Highchair:AmountFee:ForChilden:(Amount),PROPERTY,High chair fee amount -,null,The highchair fee amount charged to guests if they choose to use the highchair
ecd67004-aa0b-11e8-98d0-529269fb1459,Excursion:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a credit amount toward excursions per room per day
35f03a5f-aa2d-474e-94ac-e4b9643820cb,Pool:Unavailable,PROPERTY,No pool,"ContentQualityScore, Pool, Vrbo, WaterBasedActivity",There is no pool at the property
d354955b-aa9e-402a-9775-c111fe7ac344,Bedroom:Instance9,PROPERTY,Bedroom 9,LCS,There is a ninth bedroom at the property/in the bookable unit
1468a957-60eb-468e-ab62-000b551a571b,SpaTheme,PROPERTY,Spa property,"BuildingFeatures, LCS, PropertyTheme, Spa",This theme is assigned to properties with a full-service spa or that offer a minimum of 5 qualifying attributes (https://confluence.expedia.biz/display/SR/Spa)
01274e32-633a-4b6e-90b0-4b83865565ac,FarsiSpoken,PROPERTY,Farsi,"ContentScore, Language, LCS, PartnerCentral:Languages, StructuredAttributeContent",This language is spoken by staff at this property: Farsi
ecd65cf4-aa0b-11e8-98d0-529269fb1459,Dinner:CreditAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a credit amount toward dinner per person per stay for a specified number of guests
875678e1-15e9-4b32-bff0-f98bebacb39f,SofaBed:(BedType),PROPERTY,Sofa bed size,null,"The size of the sofa bed in all bookable units (i.e. single, double, queen, king)"
ddbc2282-ba26-11e8-96f8-529269fb1459,SpaService:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for credit toward spa services per person per day
2b795067-9dbc-4b09-8f6e-ef61abbbdacb,Ziplining:NearbyLocation,PROPERTY,Ziplining nearby,"AdventureActivity, LCS, Location, PartnerCentral:AdventureActivities, StructuredAttributeContent",Guests can go ziplining within a 15-minute travel time from the property
7729dc8e-4cc9-4d0d-9144-d31176a871de,BathtubOnly,PROPERTY,Bathtub only,"Bathroom, ContentScore, LCS, PartnerCentral:BathroomFeatures, StructuredAttributeContent",All bookable units have bathtubs only; no showers
71c0156e-38a3-11ea-a137-2e728ce88125,Studio:BunkBed,PROPERTY,Studio-Bunk bed(s),"LCS, Vrbo",The studio sleeping area has one or more bunk beds
2a1230c9-1b22-4587-81b9-ff0d4a6b5e96,HeatedFloors:Bathroom,PROPERTY,Heated floor,"Bathroom, LCS, PartnerCentral:BathroomFeatures, StructuredAttributeContent",All bookable units feature heated floors in the bathroom
e65f79ea-c8ba-4211-8fb8-9f5c3f4b376a,Car:AdvanceNotice,PROPERTY,Advance notice recommended for guests arriving by car,"LCS, PartnerCentral:OtherTransportation, StayPolicy, StructuredAttributeContent, Transportation, Vrbo",It is recommended that guests arriving by car contact the property in advance
76a5e2e7-8982-4859-a933-de5ed0a8a106,NationalRating:(NationalRatingClass),PROPERTY,NatlRatingClass,null,Used to indicate class for properties in Turkey that are officially classified as Boutique Class or Special Class. Used with NationalRatingStructureType:(CustomText) as described here: https://confluence.expedia.biz/display/SR/Turkey
bf401872-8eba-11e9-bc42-526af7764f64,SelfParking:DiscountPercentageOffer:PerStay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,Value-add promotion includes a percentage discount on self-parking fees per room per stay
cd63a63c-f777-47fd-9624-8a6e3e8c358d,GrabBar:Shower:BookableUnit:Height:(MeasurementInCentimeters),ROOM_UNIT,Shower grab bar height (centimeters) -,null,The height (in centimeters) of the shower grab bar/s in this bookable unit
bf41062e-8eba-11e9-bc42-526af7764f64,SpaService:DiscountPercentageOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for discounted percentage off of spa services per person per day for a specified number of guests
647efc1d-2c4d-11b2-80cb-7ed933a6d108,CityTax:Fee:Mandatory:VariableFee:Instance4:MinimumFeeAmount:(Amount),PROPERTY,CityLocalTax_4_MinADR,null,Minimum amount permitted for the fourth instance of the mandatory variable city tax fee; City tax range 4 Average Daily Rate min
eef96161-0d6c-46f9-aef9-76a82a394fc0,PickleballCourt:Outdoor:(Count),PROPERTY,Outdoor pickleball courts -,null,The number of outdoor pickleball courts at the property. Created for CAM-759
81a52c89-8073-4ea5-9ddc-97bd1f393e8e,Childcare:AllInclusiveException,PROPERTY,Childcare not included,"AllInclusive, FamilyAndChildren, LCS, PartnerCentral:AlllnclusiveActivities",In-room childcare service is not included in all-inclusive rate plans
4a566d99-73a6-47ec-acc2-63ccf941900f,TravelerSafety,LODGING_UNDEFINED,Traveler safety,null,Traveler safety policies
68e0ab33-c730-4623-948b-3b490efdd75d,Safe:InRoom:UnknownAvailability:BookableUnit,ROOM_UNIT,In-room safe - no,"ContentScore, PartnerCentral:Conveniences, StructuredAttributeContent","This room type does not indicate if there is a safe, or secure receptacle to store valuables, available"
54b1bd6c-8e10-11e9-bc42-526af7764f64,SkiLiftTicket:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a credit toward ski lift tickets per room per day
f9768216-9340-4fa4-82f7-f5f7a6e9bf11,Gala:Dinner:Fee:Mandatory:ForAdults:NewYearsEve:(Scope),PROPERTY,GalaNewYearEveAdult-Scope,null,The mandatory fee per adult charged for all guests staying on December 31 for a gala dinner; use with GalaNewYearEveAdult-Amt
6d08c4a8-d331-11e9-bb65-2a2ae2dbcce4,Bedroom:QueenBed:Instance2,PROPERTY,Queen bed,"LCS, Vrbo",The second bedroom has one or more queen-sized beds
8d7a8030-3d68-4907-82e2-23375d1e2534,StatePark:SiteLocation,PROPERTY,In state park,"ContentScore, LCS, Location, PartnerCentral:NatureHighlights, StructuredAttributeContent",This property is in a state park
a7984130-c36e-49b5-bb92-1a9d3696eb27,Microwave:BookableUnit,ROOM_UNIT; SPACE,Microwave,"ContentScore, Kitchen, LCS, PartnerCentral:KitchenFeatures, StructuredAttributeContent, Vrbo",This bookable unit has a microwave (a small oven that cooks food using electromagnetic waves)
1e265aeb-7603-473a-8526-bd743267b587,xCellar,LODGING_UNDEFINED,Cellar,null,Base attribute removed: Cellar; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
ee2708dd-e615-4672-af2a-03d74c6636ef,Microwave:Shared,PROPERTY,Shared microwave,"GuestServicesFacilities, Kitchen, LCS, PartnerCentral:GuestServiceAndFacilities, StructuredAttributeContent",A microwave is available in the shared kitchen available to guests in all bookable units
ea48eac9-7754-4125-87c6-cddaa25ba507,HighSpeedWiFi:Free:PerDay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,Free premium WiFi (per day),"Internet, RatePlan, SearchFilter:HighspeedInternet, SearchFilter:WiFi, StandardValueAdd, ValueAdd, ValueAddPromotion, VAP:OfferType:Free, VAP:PremiumWiFi",Value add promotion inclusion for free high-speed WiFi per room per day
e812d0d0-1a58-4bd0-9a07-905b0cb336ba,CheckOut:Late:Free:ValueAdd,RATE_PLAN,Late check-out,"CheckInCheckOut, LCS, RatePlan, StandardValueAdd, ValueAdd","This rate plan includes late check-out, subject to availability"
14685841-4cd2-41dc-980c-866cd174e25b,SkiLiftTicket:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount for a value add promotion for a credit toward ski lift tickets per room per day
d7db54d2-4182-421d-ae31-2fc628f63125,QueenBed:(Count),SPACE,Count,null,The number of queen beds at the property or in the bookable unit (data mastered in Room Type Service)
d2a215ab-ef58-4671-9950-128d2f6df8c1,xDinner:DiscountAmountOffer:BEXLoyalty:(Amount),PROPERTY,Dinner discount,null,Deprecated per CAM-232; Removed data term: Amount; Removed broader concept: Dinner:DiscountAmountOffer:BEXLoyalty; A dinner discount for a specified amount is offered to BEXLoyalty customers
0eb6ab7c-38a3-11ea-a137-2e728ce88125,PropertyPolicy:Instance4:SeasonalClosure,PROPERTY,ClosureSeasonal-NoSeq-Month4,"Closure, PartnerCentral:Closures, StayPolicy",There is a 4th instance of seasonal closure at the property
a8d609a1-e007-46c5-b4c0-0c266e64a894,RollawayExtraBeds,PROPERTY,Rollaway/extra beds available,"ExtraBedding, LCS, PartnerCentral:Bedding, StructuredAttributeContent","Rollaway (a foldable single-sized bed on wheels, usually stored in a closet or wardrobe) or extra beds are available in all bookable units"
3f818bfc-d029-46fe-a538-7d52c2273b1d,Restaurant:Instance2:BarLocation,PROPERTY,Has a bar,"Dining, FoodAndBeverage, PartnerCentral:Dining, Restaurant, SearchFilter:Bar",The second dining venue has an attached bar
22dff28f-5140-4640-8aad-980b4889d1e3,CaveExploring:Onsite,PROPERTY,Cave exploring/spelunking on site,"AdventureActivity, LCS, PartnerCentral:AdventureActivities, StructuredAttributeContent","Guests can explore or tour caves on-site
"
e66ec01d-c0f6-4d27-9409-e178d1f731e3,Restaurant:Instance5:(Name),PROPERTY,Name,null,The name of the fifth dining venue on site
77e9a998-a194-4089-a4d8-cc7bae98f7b3,Excursion:Free:PerDay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for excursion(s) per person per day
6d08cf3e-d331-11e9-bb65-2a2ae2dbcce4,Bedroom:BunkBed:Instance2,PROPERTY,Bunk bed,"LCS, Vrbo",The second bedroom has one or more bunk beds
885e9d0d-eecc-45fc-8442-d7d69a071015,ConferenceCenter,PROPERTY,Conference center,"Business, LCS, PartnerCentral:Business, SearchFilter:MeetingFacility","Property has an onsite conference center which hosts meetings, events, conventions, shows, and the like, having large unobstructed exhibit areas, etc"
9f875656-bc65-4452-880c-15bfaa3d1ccd,Renovation:Lobby,PROPERTY,Lobby,"PartnerCentral:Renovations, Renovation","A lobby at the property is being renovated, or renovations are planned during an upcoming period"
00931d09-5baa-423a-a51f-5007d7810a6c,Spa,PROPERTY,Spa,"LCS, PartnerCentral:Spa, Spa",Parent template for all spa related attributes
71278f21-d5dd-4c84-9b32-a103f58dd099,SofaBed:ReservationRequired,PROPERTY,Sofa beds,"ExtraBedding, PartnerCentral:OtherPolicies",Sofa beds are available on request
ce1a3ee8-50ed-4505-bcbd-f67733d123a1,SafariTentalowStructure,PROPERTY,Safari/Tentalow,"BuildingFeatures, ConventionalLodgingStructureType, LCS, NonPartnerCentral, Safari, Structure",Upscale canvas-framed or thatched-roof platform structures with open-air views located in prime areas for game viewing
c58f51a5-21cf-4c4e-8768-a829df09e0e6,ConnectingRooms,PROPERTY,Connecting/adjoining rooms available,"KBYG, LCS, PartnerCentral:RoomLayout, StructuredAttributeContent","The bookable units at this property have the option to request access to an adjacent room, usually through a connecting door"
3b69cd81-2c54-11b2-80bc-8a1f5365793b,SealedAfterCleaning,PROPERTY,Guest accommodation is sealed after cleaning,"Housekeeping, KBYG, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent",Guest accommodation is sealed after cleaning
b1490a77-6081-4fe5-9741-d150b2c78446,xLunch:CreditAmountOffer:BEXLoyalty:(Amount),PROPERTY,Lunch credit,null,"Deprecated per CAM-232; Removed data term: Amount; Removed broader concept: Lunch:CreditAmountOffer:BEXLoyalty

A credit of this amount is provided for lunch"
ecd647be-aa0b-11e8-98d0-529269fb1459,ContinentalBreakfast:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The version of value add promotion for a credit amount toward continental breakfast per person per day
fdafd823-6325-4737-b8ed-d66273e5a42d,xChacaraStructure,LODGING_UNDEFINED,Chacara structure,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: ChacaraStructure
fd7381eb-0149-4f40-884c-e205fa30d5bb,ClubLevelRoom:ExecutiveRoom:Benefits,PROPERTY,Club or executive level benefits,"Club, PartnerCentral:Club",Broader concept for club or executive-level benefits-related amenities
7552d22e-1dec-11ea-978f-2e728ce88125,AirConditioning:BookableUnit:(Description),ROOM_UNIT,Description,null,Partner-provided details of unit-level air conditioning fee
92fa5425-d9e4-454f-823b-8d6da1cf3436,Bedroom:QueenBed:Instance5:(Count),PROPERTY,Queen bed(s) -,null,The number of queen-sized beds in the fifth bedroom
e7331fb6-8741-43ad-a669-6371b76ca4b2,HomeAway:(ListingURL),PROPERTY,Listing URL,null,The unique URL for this property's Vrbo listing
d9211417-a18a-4bce-830a-b2b47cfc3d85,ClothesStorage,LODGING_UNDEFINED,Clothes storage,null,Broader concept for attributes related to wardrobes or closets (standalone pieces of furniture or integrated storage areas intended to store folded or hanging garments)
1c252e33-1395-4376-8101-347568be7b2f,Volleyball:AllInclusiveException,PROPERTY,Volleyball not included,"AllInclusive, LCS, PartnerCentral:AlllnclusiveActivities",Volleyball is not included in all-inclusive rate plans
589fcfc2-b3cc-4997-aa57-15c1d68b742d,CornerGuards:ForChildren,PROPERTY,Corner guards,"FamilyAndChildren, PartnerCentral:FamilyAndChildren, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent","Corner guards for sharp-edged furniture, used to absorb impact and help protect children from injuries, are available "
